experiment_index,C_true,optimizer,run_time_seconds,loss_at_true_x,loss_at_recovered_x,Vp_true,Vs_true,sigma_true,Vp_obs,Vs_obs,sigma_obs,Vp_hat,Vs_hat,sigma_hat,Vp_residual,Vs_residual,sigma_residual,phi_percent_true,phi_percent_hat,C_percent_true,C_percent_hat,S_b_percent_true,S_b_percent_hat,sigma_b_inv_true,sigma_b_inv_hat,xi_true,xi_hat,phi_percent_error_percentage_points,phi_percent_abs_error_percentage_points,C_percent_error_percentage_points,C_percent_abs_error_percentage_points,S_b_percent_error_percentage_points,S_b_percent_abs_error_percentage_points,sigma_b_inv_error_relative_percent,sigma_b_inv_abs_error_relative_percent,xi_error_relative_percent,xi_abs_error_relative_percent
0.0,10.0,pso,1.3760318660001758,7.241233230831627,4.440892098500626e-14,1332.0414118977117,101.3839025457343,0.2931607850770407,1335.1314325092733,101.41501369831181,0.2967450263485323,1335.1314325092733,101.41501369831181,0.2967450263485322,0.0,0.0,-5.551115123125783e-17,41.0,39.38851522707166,10.0,16.710814838392416,90.0,80.75769004181713,0.5,0.38681162937643243,2.7,2.893448694521923,-1.6114847729283426,1.6114847729283426,6.710814838392416,6.710814838392416,-9.242309958182872,9.242309958182872,-22.637674124713513,22.637674124713513,7.164766463774915,7.164766463774915
1.0,20.0,pso,1.3675033019999319,20.468613731225975,7.283063041541027e-14,1156.5405464105863,95.6093871411939,0.31364668435163595,1170.983068073116,96.82653026784911,0.30898621166968154,1170.983068073116,96.82653026784914,0.3089862116696816,0.0,2.842170943040401e-14,5.551115123125783e-17,41.0,41.74621960366439,20.0,16.87182266129254,90.0,80.01142111895994,0.5,0.4071561127369448,2.7,2.6167210016293505,0.7462196036643931,0.7462196036643931,-3.1281773387074594,3.1281773387074594,-9.988578881040056,9.988578881040056,-18.56877745261104,18.56877745261104,-3.0844073470610986,3.0844073470610986
2.0,30.0,pso,1.415129373000127,13.92753500669912,7.283063041541027e-14,1004.729927807081,90.67544056827474,0.33482438743281717,1016.0555400075191,90.70583277676198,0.3319661220836709,1016.0555400075191,90.70583277676195,0.33196612208367093,0.0,-2.842170943040401e-14,5.551115123125783e-17,41.0,42.152208814935676,30.0,24.117565245205366,90.0,89.91195230562239,0.5,0.5090825731439783,2.7,2.5763531457340454,1.1522088149356762,1.1522088149356762,-5.882434754794634,5.882434754794634,-0.0880476943776074,0.0880476943776074,1.8165146287956624,1.8165146287956624,-4.5795131209612885,4.5795131209612885
3.0,40.0,pso,1.4656550569998217,4.848337887189304,4.440892098500626e-14,873.2864232855345,86.24393132561008,0.3566938943205844,876.7834055870768,86.59397397894007,0.35797243658363453,876.7834055870768,86.59397397894007,0.3579724365836346,0.0,0.0,5.551115123125783e-17,41.0,42.06771999799863,40.0,35.09667402727156,90.0,82.88183331483482,0.5,0.4280554165004124,2.7,2.5856333032850762,1.0677199979986298,1.0677199979986298,-4.903325972728439,4.903325972728439,-7.118166685165178,7.118166685165178,-14.38891669991752,14.38891669991752,-4.23580358203422,4.23580358203422
4.0,50.0,pso,1.4327757769997334,8.287489091935921,0.0,759.3851662771766,82.10032316402089,0.3792552050149377,765.0034653728053,81.71145242669976,0.37600344097189387,765.0034653728053,81.71145242669976,0.37600344097189387,0.0,0.0,0.0,41.0,40.73086162697149,50.0,51.651082693831306,90.0,80.0,0.5,0.3998858082981691,2.7,2.740738741163147,-0.26913837302851107,0.26913837302851107,1.651082693831306,1.651082693831306,-10.0,10.0,-20.022838340366178,20.022838340366178,1.5088422653017413,1.5088422653017413
5.0,60.0,pso,1.3848668519999592,18.186199827893716,0.0,660.6131560001819,78.09201474558877,0.40250831951587684,677.8691947442758,77.79250375530137,0.4014891717365386,677.8691947442758,77.79250375530137,0.40148917173653853,0.0,0.0,-5.551115123125783e-17,41.0,41.07353573044787,60.0,57.536761400375006,90.0,98.76544744369627,0.5,0.5945271006974787,2.7,2.6956481478471574,0.07353573044787254,0.07353573044787254,-2.4632385996249937,2.4632385996249937,8.765447443696274,8.765447443696274,18.905420139495742,18.905420139495742,-0.16117970936454545,0.16117970936454545
6.0,70.0,pso,1.4372420920003606,7.146238666407724,1.4210854715202004e-14,574.9002754301486,74.0975880346704,0.426453237823402,568.398307668696,74.72234278897311,0.4264177482441541,568.398307668696,74.7223427889731,0.4264177482441541,0.0,-1.4210854715202004e-14,0.0,41.0,39.071946750802795,70.0,83.73926346262971,90.0,80.0,0.5,0.4056283471514635,2.7,2.8959135621579692,-1.9280532491972053,1.9280532491972053,13.739263462629708,13.739263462629708,-10.0,10.0,-18.874330569707297,18.874330569707297,7.256057857702557,7.256057857702557
7.0,80.0,pso,1.4610110199996598,7.324049260464163,1.4210854715202004e-14,500.4629631082263,70.00874465601925,0.4510899599375133,505.05232263163083,69.48783521358358,0.4556400455151222,505.05232263163083,69.48783521358357,0.4556400455151222,0.0,-1.4210854715202004e-14,0.0,41.0,40.97134576558576,80.0,79.48839571665829,90.0,90.25867002698573,0.5,0.49405886443144054,2.7,2.7115956775501853,-0.02865423441424042,0.02865423441424042,-0.5116042833417112,0.5116042833417112,0.25867002698572605,0.25867002698572605,-1.1882271137118927,1.1882271137118927,0.4294695388957441,0.4294695388957441
8.0,90.0,pso,1.467934753999998,5.658213406809297,1.8474111129762605e-13,435.7574251833393,65.71702482791503,0.4764184858582104,438.6653509091943,65.16809752285394,0.4814679716163135,438.6653509091941,65.16809752285396,0.48146797161631355,-1.7053025658242404e-13,1.4210854715202004e-14,5.551115123125783e-17,41.0,39.5952981165938,90.0,100.0,90.0,80.0,0.5,0.3980500201890095,2.7,2.842528605449911,-1.4047018834061973,1.4047018834061973,10.0,10.0,-10.0,10.0,-20.389995962198103,20.389995962198103,5.278837238885579,5.278837238885579
9.0,100.0,pso,1.4467491800000971,2.1371289334766423,4.440892098500626e-14,379.4401467692086,61.10059186730224,0.5024388155854934,381.3688718026623,61.05830468680119,0.5028585188440479,381.3688718026623,61.05830468680119,0.502858518844048,0.0,0.0,1.1102230246251565e-16,41.0,41.03002592984607,100.0,100.0,90.0,80.94553282013206,0.5,0.4050184196837317,2.7,2.704484250466344,0.030025929846068777,0.030025929846068777,0.0,0.0,-9.054467179867942,9.054467179867942,-18.99631606325366,18.99631606325366,0.16608335060532664,0.16608335060532664
0.0,10.0,cmaes,0.35366042599980574,7.241233230831627,3.313296303986135e-10,1332.0414118977117,101.3839025457343,0.2931607850770407,1335.1314325092733,101.41501369831181,0.2967450263485323,1335.1314325090939,101.41501369832865,0.2967450263484133,-1.793978299247101e-10,1.6839862837514374e-11,-1.1896039708858552e-13,41.0,39.688992905732306,10.0,15.030687717230018,90.0,87.26046197376562,0.5,0.45212875911180517,2.7,2.854087401715796,-1.3110070942676941,1.3110070942676941,5.030687717230018,5.030687717230018,-2.739538026234385,2.739538026234385,-9.574248177638967,9.574248177638967,5.706940804288734,5.706940804288734
